==31774== NVPROF is profiling process 31774, command: python Corr-conv1-benchmark.py
Using gpu device 0: Tesla K40c (CNMeM is disabled)

CONFIG: input = 3 x 128 x 128 * ker = 3 x 96 x 11 x 11 ( bs = 128 , stride = 1 )
(manual) theano.sandbox.cuda.blas.GpuCorrMM        ==> fprop         ==>     135
(manual) theano.sandbox.cuda.blas.GpuCorrMM        ==> bprop inputs  ==>     119
(manual) theano.sandbox.cuda.blas.GpuCorrMM        ==> bprop weights ==>     282
(manual) theano.sandbox.cuda.blas.GpuCorrMM        ==> TOTAL         ==>     538

==31774== Profiling application: python Corr-conv1-benchmark.py
==31774== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
18.8169s  837.71us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [2563]
18.8178s  198.96us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [2579]
18.8180s  848.49us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [2596]
18.8188s  200.36us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [2612]
18.8190s  850.29us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [2629]
18.8199s  207.56us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [2645]
18.8201s  846.09us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [2662]
18.8209s  196.20us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [2678]
18.8211s  849.04us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [2695]
18.8220s  198.03us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [2711]
18.8222s  847.21us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [2728]
18.8230s  202.38us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [2744]
18.8233s  846.09us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [2761]
18.8241s  183.05us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [2777]
18.8243s  848.33us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [2794]
18.8251s  188.27us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [2810]
18.8253s  841.39us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [2827]
18.8262s  207.12us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [2843]
18.8264s  836.97us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [2860]
18.8272s  190.19us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [2876]
18.8274s  847.95us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [2893]
18.8283s  193.42us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [2909]
18.8285s  843.50us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [2926]
18.8293s  188.23us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [2942]
18.8295s  850.70us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [2959]
18.8304s  196.97us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [2975]
18.8306s  836.75us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [2992]
18.8314s  199.43us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3008]
18.8316s  848.78us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3025]
18.8325s  199.15us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3041]
18.8327s  847.28us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3058]
18.8335s  208.33us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3074]
18.8337s  843.40us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3091]
18.8346s  199.82us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3107]
18.8348s  846.13us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3124]
18.8356s  207.76us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3140]
18.8358s  846.83us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3157]
18.8367s  206.51us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3173]
18.8369s  838.44us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3190]
18.8377s  194.86us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3206]
18.8379s  850.64us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3223]
18.8388s  212.65us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3239]
18.8390s  843.50us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3256]
18.8398s  205.29us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3272]
18.8401s  840.11us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3289]
18.8409s  184.14us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3305]
18.8411s  849.61us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3322]
18.8419s  189.55us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3338]
18.8421s  844.91us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3355]
18.8430s  197.67us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3371]
18.8432s  849.17us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3388]
18.8440s  204.33us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3404]
18.8442s  848.78us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3421]
18.8451s  207.69us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3437]
18.8453s  840.81us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3454]
18.8461s  192.14us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3470]
18.8463s  847.50us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3487]
18.8472s  208.78us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3503]
18.8474s  850.09us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3520]
18.8483s  199.24us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3536]
18.8485s  849.49us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3553]
18.8493s  189.96us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3569]
18.8495s  838.73us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3586]
18.8503s  205.87us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3602]
18.8506s  847.18us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3619]
18.8514s  205.42us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3635]
18.8516s  843.72us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3652]
18.8525s  212.33us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3668]
18.8527s  847.31us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [3685]
18.8535s  206.83us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [3701]
